기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2022.1/4	송파구	잠실2동	계	110	7	2	4	1	1	5	7	17	27	7	12	10	4	4	1	1	-	-	-	-	-
2022.1/4	송파구	잠실2동	남자	66	4	1	3	1	-	1	3	9	16	7	8	6	3	2	1	1	-	-	-	-	-
2022.1/4	송파구	잠실2동	여자	44	3	1	1	-	1	4	4	8	11	-	4	4	1	2	-	-	-	-	-	-	-
2022.1/4	송파구	잠실3동	계	130	2	5	1	-	6	12	15	18	13	18	17	9	7	4	3	-	-	-	-	-	-
2022.1/4	송파구	잠실3동	남자	70	1	5	-	-	3	4	8	10	7	12	8	6	4	2	-	-	-	-	-	-	-
2022.1/4	송파구	잠실3동	여자	60	1	-	1	-	3	8	7	8	6	6	9	3	3	2	3	-	-	-	-	-	-
2022.1/4	송파구	장지동	계	155	-	3	-	1	7	20	23	34	20	8	16	15	3	3	1	-	1	-	-	-	-
2022.1/4	송파구	장지동	남자	70	-	1	-	1	3	13	14	13	10	3	3	6	-	1	1	-	1	-	-	-	-
2022.1/4	송파구	장지동	여자	85	-	2	-	-	4	7	9	21	10	5	13	9	3	2	-	-	-	-	-	-	-
2022.1/4	송파구	위례동	계	118	2	2	1	2	6	8	18	22	23	9	9	10	6	-	-	-	-	-	-	-	-
2022.1/4	송파구	위례동	남자	35	2	1	-	2	1	-	3	7	5	6	2	2	4	-	-	-	-	-	-	-	-
2022.1/4	송파구	위례동	여자	83	-	1	1	-	5	8	15	15	18	3	7	8	2	-	-	-	-	-	-	-	-
2022.1/4	강동구	소계	계	3,797	70	91	75	51	182	440	498	480	356	310	394	446	259	85	38	13	3	4	1	-	1
2022.1/4	강동구	소계	남자	1,688	37	43	38	26	72	179	224	226	165	127	178	187	110	43	21	9	2	1	-	-	-
2022.1/4	강동구	소계	여자	2,109	33	48	37	25	110	261	274	254	191	183	216	259	149	42	17	4	1	3	1	-	1
2022.1/4	강동구	명일1동	계	89	1	3	2	-	3	12	15	11	14	6	8	7	1	1	2	1	-	1	-	-	1
2022.1/4	강동구	명일1동	남자	34	-	2	1	-	1	2	7	6	4	2	5	3	-	-	1	-	-	-	-	-	-
2022.1/4	강동구	명일1동	여자	55	1	1	1	-	2	10	8	5	10	4	3	4	1	1	1	1	-	1	-	-	1
2022.1/4	강동구	명일2동	계	47	-	-	-	1	2	12	11	5	3	2	5	4	-	1	-	1	-	-	-	-	-
2022.1/4	강동구	명일2동	남자	18	-	-	-	-	-	5	4	2	-	1	3	1	-	1	-	1	-	-	-	-	-
2022.1/4	강동구	명일2동	여자	29	-	-	-	1	2	7	7	3	3	1	2	3	-	-	-	-	-	-	-	-	-
2022.1/4	강동구	고덕1동	계	116	-	2	-	-	4	29	31	16	11	12	4	4	1	-	1	1	-	-	-	-	-
2022.1/4	강동구	고덕1동	남자	81	-	1	-	-	2	26	25	11	9	4	2	-	1	-	-	-	-	-	-	-	-
2022.1/4	강동구	고덕1동	여자	35	-	1	-	-	2	3	6	5	2	8	2	4	-	-	1	1	-	-	-	-	-
2022.1/4	강동구	고덕2동	계	162	3	2	1	3	2	33	36	32	19	11	3	12	3	1	1	-	-	-	-	-	-
2022.1/4	강동구	고덕2동	남자	103	1	1	1	2	-	25	30	23	7	5	2	3	2	1	-	-	-	-	-	-	-
2022.1/4	강동구	고덕2동	여자	59	2	1	-	1	2	8	6	9	12	6	1	9	1	-	1	-	-	-	-	-	-
2022.1/4	강동구	암사2동	계	56	-	1	-	2	3	8	11	14	7	1	3	1	2	-	3	-	-	-	-	-	-
2022.1/4	강동구	암사2동	남자	19	-	1	-	2	-	2	4	1	5	-	2	-	1	-	1	-	-	-	-	-	-
2022.1/4	강동구	암사2동	여자	37	-	-	-	-	3	6	7	13	2	1	1	1	1	-	2	-	-	-	-	-	-
2022.1/4	강동구	암사3동	계	45	-	-	-	-	1	10	12	5	8	1	4	2	-	2	-	-	-	-	-	-	-
2022.1/4	강동구	암사3동	남자	22	-	-	-	-	-	3	8	4	3	-	2	2	-	-	-	-	-	-	-	-	-
2022.1/4	강동구	암사3동	여자	23	-	-	-	-	1	7	4	1	5	1	2	-	-	2	-	-	-	-	-	-	-
2022.1/4	강동구	천호1동	계	228	4	6	6	3	10	18	25	33	17	13	34	32	17	7	1	2	-	-	-	-	-
2022.1/4	강동구	천호1동	남자	81	3	2	3	2	3	3	4	8	5	8	15	16	4	3	-	2	-	-	-	-	-
2022.1/4	강동구	천호1동	여자	147	1	4	3	1	7	15	21	25	12	5	19	16	13	4	1	-	-	-	-	-	-
2022.1/4	강동구	천호3동	계	435	7	9	14	4	31	46	39	53	33	47	54	47	28	17	4	2	-	-	-	-	-
2022.1/4	강동구	천호3동	남자	212	3	3	8	3	18	26	17	26	18	23	20	23	10	9	3	2	-	-	-	-	-
2022.1/4	강동구	천호3동	여자	223	4	6	6	1	13	20	22	27	15	24	34	24	18	8	1	-	-	-	-	-	-
2022.1/4	강동구	성내1동	계	126	1	4	8	10	3	12	20	20	9	15	7	11	4	2	-	-	-	-	-	-	-
2022.1/4	강동구	성내1동	남자	50	-	1	4	10	1	2	7	8	3	6	3	4	1	-	-	-	-	-	-	-	-
2022.1/4	강동구	성내1동	여자	76	1	3	4	-	2	10	13	12	6	9	4	7	3	2	-	-	-	-	-	-	-
2022.1/4	강동구	성내2동	계	570	18	22	7	5	36	41	48	58	45	32	75	103	57	15	6	1	-	1	-	-	-
2022.1/4	강동구	성내2동	남자	286	10	9	3	2	17	23	22	28	27	17	40	41	32	10	4	1	-	-	-	-	-
2022.1/4	강동구	성내2동	여자	284	8	13	4	3	19	18	26	30	18	15	35	62	25	5	2	-	-	1	-	-	-
2022.1/4	강동구	성내3동	계	260	4	5	4	6	26	48	31	35	20	15	19	24	17	3	3	-	-	-	-	-	-
2022.1/4	강동구	성내3동	남자	107	2	2	2	-	13	12	19	14	9	7	8	11	3	2	3	-	-	-	-	-	-
2022.1/4	강동구	성내3동	여자	153	2	3	2	6	13	36	12	21	11	8	11	13	14	1	-	-	-	-	-	-	-
2022.1/4	강동구	둔촌1동	계	11	-	-	-	-	-	3	1	-	1	1	2	1	1	-	-	-	-	1	-	-	-
2022.1/4	강동구	둔촌1동	남자	5	-	-	-	-	-	2	1	-	-	-	-	-	1	-	-	-	-	1	-	-	-
2022.1/4	강동구	둔촌1동	여자	6	-	-	-	-	-	1	-	-	1	1	2	1	-	-	-	-	-	-	-	-	-
2022.1/4	강동구	둔촌2동	계	112	-	2	1	1	3	9	14	15	9	12	13	15	13	4	-	1	-	-	-	-	-
2022.1/4	강동구	둔촌2동	남자	49	-	1	1	1	1	3	4	6	4	6	8	9	4	-	-	1	-	-	-	-	-
2022.1/4	강동구	둔촌2동	여자	63	-	1	-	-	2	6	10	9	5	6	5	6	9	4	-	-	-	-	-	-	-
2022.1/4	강동구	암사1동	계	291	7	7	7	4	8	29	33	33	31	28	25	41	25	7	4	1	1	-	-	-	-
2022.1/4	강동구	암사1동	남자	122	6	6	4	1	4	9	13	14	13	7	11	17	9	4	2	1	1	-	-	-	-
2022.1/4	강동구	암사1동	여자	169	1	1	3	3	4	20	20	19	18	21	14	24	16	3	2	-	-	-	-	-	-
2022.1/4	강동구	천호2동	계	601	13	18	16	8	18	51	61	70	55	45	73	87	54	20	10	-	1	1	-	-	-
2022.1/4	강동구	천호2동	남자	274	6	9	10	2	7	18	25	36	32	22	32	35	23	12	5	-	-	-	-	-	-
2022.1/4	강동구	천호2동	여자	327	7	9	6	6	11	33	36	34	23	23	41	52	31	8	5	-	1	1	-	-	-
2022.1/4	강동구	길동	계	309	4	4	7	3	15	39	55	31	31	40	33	26	17	3	-	1	-	-	-	-	-
2022.1/4	강동구	길동	남자	105	2	1	1	1	2	7	17	14	14	14	12	10	10	-	-	-	-	-	-	-	-
2022.1/4	강동구	길동	여자	204	2	3	6	2	13	32	38	17	17	26	21	16	7	3	-	1	-	-	-	-	-
2022.1/4	강동구	강일동	계	185	1	2	-	1	15	26	35	31	19	11	17	11	12	1	1	1	-	-	1	-	-
2022.1/4	강동구	강일동	남자	56	-	1	-	-	2	7	11	16	4	1	6	3	4	1	-	-	-	-	-	-	-
2022.1/4	강동구	강일동	여자	129	1	1	-	1	13	19	24	15	15	10	11	8	8	-	1	1	-	-	1	-	-
2022.1/4	강동구	상일1동	계	119	7	3	2	-	2	11	17	15	17	15	10	12	6	-	1	1	-	-	-	-	-
2022.1/4	강동구	상일1동	남자	55	4	2	-	-	1	4	6	8	7	3	6	8	4	-	1	1	-	-	-	-	-
2022.1/4	강동구	상일1동	여자	64	3	1	2	-	1	7	11	7	10	12	4	4	2	-	-	-	-	-	-	-	-
2022.1/4	강동구	상일2동	계	35	-	1	-	-	-	3	3	3	7	3	5	6	1	1	1	-	1	-	-	-	-
2022.1/4	강동구	상일2동	남자	9	-	1	-	-	-	-	-	1	1	1	1	1	1	-	1	-	1	-	-	-	-
2022.1/4	강동구	상일2동	여자	26	-	-	-	-	-	3	3	2	6	2	4	5	-	1	-	-	-	-	-	-	-
