기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2022.1/4	관악구	조원동	남자	714	7	17	10	12	14	26	54	61	46	57	115	155	85	38	10	3	2	2	-	-	-
2022.1/4	관악구	조원동	여자	678	14	19	4	11	34	44	57	43	26	53	114	142	84	26	3	3	1	-	-	-	-
2022.1/4	관악구	대학동	계	1,763	43	24	12	31	454	529	358	163	60	27	20	17	20	4	-	-	1	-	-	-	-
2022.1/4	관악구	대학동	남자	710	22	13	5	9	136	193	164	101	30	13	7	6	10	1	-	-	-	-	-	-	-
2022.1/4	관악구	대학동	여자	1,053	21	11	7	22	318	336	194	62	30	14	13	11	10	3	-	-	1	-	-	-	-
2022.1/4	관악구	은천동	계	475	4	13	9	9	26	44	47	43	40	38	55	63	39	27	13	3	2	-	-	-	-
2022.1/4	관악구	은천동	남자	202	2	7	2	2	11	9	17	23	18	19	28	28	14	14	5	2	1	-	-	-	-
2022.1/4	관악구	은천동	여자	273	2	6	7	7	15	35	30	20	22	19	27	35	25	13	8	1	1	-	-	-	-
2022.1/4	관악구	성현동	계	187	5	6	3	1	11	18	20	16	29	16	15	21	12	9	3	2	-	-	-	-	-
2022.1/4	관악구	성현동	남자	77	1	2	2	-	6	5	5	8	15	5	4	8	8	5	2	1	-	-	-	-	-
2022.1/4	관악구	성현동	여자	110	4	4	1	1	5	13	15	8	14	11	11	13	4	4	1	1	-	-	-	-	-
2022.1/4	관악구	청룡동	계	1,057	9	14	6	13	134	175	126	69	65	60	94	141	89	41	14	4	1	-	1	1	-
2022.1/4	관악구	청룡동	남자	407	5	7	4	5	30	53	45	28	22	27	46	64	43	17	8	2	1	-	-	-	-
2022.1/4	관악구	청룡동	여자	650	4	7	2	8	104	122	81	41	43	33	48	77	46	24	6	2	-	-	1	1	-
2022.1/4	관악구	난곡동	계	456	12	13	7	7	17	28	43	53	33	42	53	68	54	18	5	-	1	2	-	-	-
2022.1/4	관악구	난곡동	남자	199	5	6	7	3	8	6	21	24	16	16	24	25	25	9	2	-	1	1	-	-	-
2022.1/4	관악구	난곡동	여자	257	7	7	-	4	9	22	22	29	17	26	29	43	29	9	3	-	-	1	-	-	-
2022.1/4	관악구	삼성동	계	130	1	5	1	1	6	7	15	18	15	9	9	24	11	3	3	2	-	-	-	-	-
2022.1/4	관악구	삼성동	남자	49	1	2	1	1	1	3	4	10	6	2	3	8	4	1	1	1	-	-	-	-	-
2022.1/4	관악구	삼성동	여자	81	-	3	-	-	5	4	11	8	9	7	6	16	7	2	2	1	-	-	-	-	-
2022.1/4	관악구	미성동	계	529	11	16	15	13	19	33	44	62	42	45	67	91	41	23	3	1	2	-	1	-	-
2022.1/4	관악구	미성동	남자	265	7	7	8	6	6	12	21	37	21	28	31	40	25	11	2	1	1	-	1	-	-
2022.1/4	관악구	미성동	여자	264	4	9	7	7	13	21	23	25	21	17	36	51	16	12	1	-	1	-	-	-	-
2022.1/4	서초구	소계	계	3,854	86	166	152	120	229	457	538	501	444	389	314	222	116	61	26	15	8	5	1	3	1
2022.1/4	서초구	소계	남자	1,859	49	80	81	61	73	150	251	279	217	216	164	113	65	30	14	8	3	2	1	2	-
2022.1/4	서초구	소계	여자	1,995	37	86	71	59	156	307	287	222	227	173	150	109	51	31	12	7	5	3	-	1	1
2022.1/4	서초구	서초1동	계	195	-	3	-	-	26	36	34	35	17	11	8	9	8	3	2	2	1	-	-	-	-
2022.1/4	서초구	서초1동	남자	89	-	2	-	-	7	7	18	24	8	6	5	6	4	1	1	-	-	-	-	-	-
2022.1/4	서초구	서초1동	여자	106	-	1	-	-	19	29	16	11	9	5	3	3	4	2	1	2	1	-	-	-	-
2022.1/4	서초구	서초2동	계	356	3	5	1	9	59	70	62	44	29	24	23	15	8	2	1	-	1	-	-	-	-
2022.1/4	서초구	서초2동	남자	180	1	3	1	-	23	26	29	28	16	18	14	13	6	1	1	-	-	-	-	-	-
2022.1/4	서초구	서초2동	여자	176	2	2	-	9	36	44	33	16	13	6	9	2	2	1	-	-	1	-	-	-	-
2022.1/4	서초구	서초3동	계	307	2	-	6	6	19	78	57	33	24	21	19	23	9	8	1	1	-	-	-	-	-
2022.1/4	서초구	서초3동	남자	130	2	-	3	3	4	19	25	20	10	14	9	10	5	5	-	1	-	-	-	-	-
2022.1/4	서초구	서초3동	여자	177	-	-	3	3	15	59	32	13	14	7	10	13	4	3	1	-	-	-	-	-	-
2022.1/4	서초구	서초4동	계	258	11	10	4	3	8	26	54	48	35	26	13	11	4	-	4	-	-	-	1	-	-
2022.1/4	서초구	서초4동	남자	130	6	6	3	1	2	9	22	31	16	15	8	5	3	-	2	-	-	-	1	-	-
2022.1/4	서초구	서초4동	여자	128	5	4	1	2	6	17	32	17	19	11	5	6	1	-	2	-	-	-	-	-	-
2022.1/4	서초구	잠원동	계	178	-	3	-	4	21	30	23	23	23	14	13	12	5	5	1	-	-	-	-	-	1
2022.1/4	서초구	잠원동	남자	76	-	1	-	4	7	8	10	12	14	8	5	4	-	2	1	-	-	-	-	-	-
2022.1/4	서초구	잠원동	여자	102	-	2	-	-	14	22	13	11	9	6	8	8	5	3	-	-	-	-	-	-	1
2022.1/4	서초구	반포본동	계	26	2	3	2	2	1	-	4	3	4	3	-	2	-	-	-	-	-	-	-	-	-
2022.1/4	서초구	반포본동	남자	15	2	1	2	1	-	-	3	3	2	-	-	1	-	-	-	-	-	-	-	-	-
2022.1/4	서초구	반포본동	여자	11	-	2	-	1	1	-	1	-	2	3	-	1	-	-	-	-	-	-	-	-	-
2022.1/4	서초구	반포1동	계	359	5	6	3	2	39	83	79	46	22	19	25	13	9	-	4	-	2	1	-	1	-
2022.1/4	서초구	반포1동	남자	161	4	2	1	-	9	27	38	28	17	11	14	4	2	-	1	-	1	1	-	1	-
2022.1/4	서초구	반포1동	여자	198	1	4	2	2	30	56	41	18	5	8	11	9	7	-	3	-	1	-	-	-	-
2022.1/4	서초구	반포2동	계	90	2	10	13	3	-	-	2	15	16	15	7	3	1	2	-	-	1	-	-	-	-
2022.1/4	서초구	반포2동	남자	40	1	4	8	1	-	-	1	7	4	7	4	1	1	-	-	-	1	-	-	-	-
2022.1/4	서초구	반포2동	여자	50	1	6	5	2	-	-	1	8	12	8	3	2	-	2	-	-	-	-	-	-	-
2022.1/4	서초구	반포3동	계	53	1	-	-	1	2	5	2	12	9	2	7	3	4	3	2	-	-	-	-	-	-
2022.1/4	서초구	반포3동	남자	25	1	-	-	1	1	4	1	5	5	-	1	1	1	2	2	-	-	-	-	-	-
2022.1/4	서초구	반포3동	여자	28	-	-	-	-	1	1	1	7	4	2	6	2	3	1	-	-	-	-	-	-	-
2022.1/4	서초구	반포4동	계	647	33	74	78	39	5	11	31	75	102	91	55	34	8	5	3	2	1	-	-	-	-
2022.1/4	서초구	반포4동	남자	364	21	41	46	21	3	5	20	42	48	48	35	23	5	4	1	1	-	-	-	-	-
2022.1/4	서초구	반포4동	여자	283	12	33	32	18	2	6	11	33	54	43	20	11	3	1	2	1	1	-	-	-	-
2022.1/4	서초구	방배본동	계	180	2	10	8	17	4	11	15	14	29	29	18	8	3	7	1	3	-	1	-	-	-
2022.1/4	서초구	방배본동	남자	98	1	6	2	10	3	5	8	11	16	17	6	4	3	3	1	2	-	-	-	-	-
2022.1/4	서초구	방배본동	여자	82	1	4	6	7	1	6	7	3	13	12	12	4	-	4	-	1	-	1	-	-	-
2022.1/4	서초구	방배1동	계	134	3	3	1	3	14	12	18	20	13	13	15	10	4	3	-	-	-	1	-	1	-
2022.1/4	서초구	방배1동	남자	61	1	2	1	-	8	4	5	10	6	8	7	3	3	1	-	-	-	1	-	1	-
2022.1/4	서초구	방배1동	여자	73	2	1	-	3	6	8	13	10	7	5	8	7	1	2	-	-	-	-	-	-	-
2022.1/4	서초구	방배2동	계	119	1	4	3	1	2	8	16	21	14	11	13	13	8	1	1	2	-	-	-	-	-
2022.1/4	서초구	방배2동	남자	57	-	1	-	1	-	3	5	11	9	7	7	6	5	-	1	1	-	-	-	-	-
2022.1/4	서초구	방배2동	여자	62	1	3	3	-	2	5	11	10	5	4	6	7	3	1	-	1	-	-	-	-	-
2022.1/4	서초구	방배3동	계	75	-	-	2	2	2	2	20	10	10	8	5	7	2	2	1	1	-	-	-	1	-
2022.1/4	서초구	방배3동	남자	39	-	-	1	-	-	1	11	6	5	5	3	4	2	1	-	-	-	-	-	-	-
2022.1/4	서초구	방배3동	여자	36	-	-	1	2	2	1	9	4	5	3	2	3	-	1	1	1	-	-	-	1	-
2022.1/4	서초구	방배4동	계	290	9	21	22	20	6	11	30	27	36	46	38	7	12	3	1	-	-	1	-	-	-
2022.1/4	서초구	방배4동	남자	125	2	8	9	13	1	3	13	7	11	24	22	3	8	1	-	-	-	-	-	-	-
2022.1/4	서초구	방배4동	여자	165	7	13	13	7	5	8	17	20	25	22	16	4	4	2	1	-	-	1	-	-	-
2022.1/4	서초구	양재1동	계	314	5	6	1	4	8	33	45	43	32	34	37	29	23	8	2	2	2	-	-	-	-
2022.1/4	서초구	양재1동	남자	151	2	1	1	2	2	12	23	21	17	19	16	14	13	4	2	1	1	-	-	-	-
2022.1/4	서초구	양재1동	여자	163	3	5	-	2	6	21	22	22	15	15	21	15	10	4	-	1	1	-	-	-	-
2022.1/4	서초구	양재2동	계	212	6	7	7	3	12	37	34	18	21	15	15	19	6	7	2	2	-	1	-	-	-
2022.1/4	서초구	양재2동	남자	93	4	2	2	2	2	15	17	6	11	5	8	8	4	4	1	2	-	-	-	-	-
2022.1/4	서초구	양재2동	여자	119	2	5	5	1	10	22	17	12	10	10	7	11	2	3	1	-	-	1	-	-	-
2022.1/4	서초구	내곡동	계	61	1	1	1	1	1	4	12	14	8	7	3	4	2	2	-	-	-	-	-	-	-
2022.1/4	서초구	내곡동	남자	25	1	-	1	1	1	2	2	7	2	4	-	3	-	1	-	-	-	-	-	-	-
2022.1/4	서초구	내곡동	여자	36	-	1	-	-	-	2	10	7	6	3	3	1	2	1	-	-	-	-	-	-	-
2022.1/4	강남구	소계	계	4,761	42	69	51	99	456	920	855	658	462	330	276	246	136	88	35	21	9	5	2	-	1
2022.1/4	강남구	소계	남자	2,230	21	39	27	53	111	330	394	370	272	190	147	129	65	43	20	9	5	3	2	-	-
2022.1/4	강남구	소계	여자	2,531	21	30	24	46	345	590	461	288	190	140	129	117	71	45	15	12	4	2	-	-	1
2022.1/4	강남구	신사동	계	221	-	1	1	6	19	37	43	36	25	20	12	8	6	4	1	1	-	-	1	-	-
2022.1/4	강남구	신사동	남자	117	-	1	1	4	6	16	21	22	16	10	11	4	1	1	1	1	-	-	1	-	-
2022.1/4	강남구	신사동	여자	104	-	-	-	2	13	21	22	14	9	10	1	4	5	3	-	-	-	-	-	-	-
2022.1/4	강남구	논현1동	계	610	5	7	4	13	101	151	110	59	48	33	19	35	15	8	1	-	1	-	-	-	-
2022.1/4	강남구	논현1동	남자	258	1	6	3	4	22	62	42	30	28	24	11	13	8	4	-	-	-	-	-	-	-
2022.1/4	강남구	논현1동	여자	352	4	1	1	9	79	89	68	29	20	9	8	22	7	4	1	-	1	-	-	-	-
2022.1/4	강남구	논현2동	계	329	4	4	4	23	39	70	61	36	34	19	11	9	8	4	3	-	-	-	-	-	-
2022.1/4	강남구	논현2동	남자	142	2	1	1	12	9	19	25	24	20	12	4	6	3	2	2	-	-	-	-	-	-
2022.1/4	강남구	논현2동	여자	187	2	3	3	11	30	51	36	12	14	7	7	3	5	2	1	-	-	-	-	-	-
2022.1/4	강남구	삼성1동	계	251	9	9	3	9	11	22	33	49	33	33	16	12	6	2	3	1	-	-	-	-	-
2022.1/4	강남구	삼성1동	남자	168	4	4	1	9	4	10	25	34	24	24	12	8	6	2	1	-	-	-	-	-	-
2022.1/4	강남구	삼성1동	여자	83	5	5	2	-	7	12	8	15	9	9	4	4	-	-	2	1	-	-	-	-	-
2022.1/4	강남구	삼성2동	계	253	3	4	3	6	17	36	40	43	33	20	17	16	6	5	1	3	-	-	-	-	-
2022.1/4	강남구	삼성2동	남자	147	1	2	1	2	2	15	26	28	27	15	11	9	4	1	1	2	-	-	-	-	-
2022.1/4	강남구	삼성2동	여자	106	2	2	2	4	15	21	14	15	6	5	6	7	2	4	-	1	-	-	-	-	-
2022.1/4	강남구	대치1동	계	32	-	1	-	-	-	2	2	5	4	7	2	1	2	3	2	-	-	-	1	-	-
2022.1/4	강남구	대치1동	남자	19	-	1	-	-	-	1	1	4	3	6	1	-	1	-	-	-	-	-	1	-	-
2022.1/4	강남구	대치1동	여자	13	-	-	-	-	-	1	1	1	1	1	1	1	1	3	2	-	-	-	-	-	-
2022.1/4	강남구	대치4동	계	275	2	3	4	2	20	70	50	38	23	18	14	12	14	4	1	-	-	-	-	-	-
2022.1/4	강남구	대치4동	남자	104	1	3	2	2	1	12	25	18	11	5	7	8	6	2	1	-	-	-	-	-	-
2022.1/4	강남구	대치4동	여자	171	1	-	2	-	19	58	25	20	12	13	7	4	8	2	-	-	-	-	-	-	-
2022.1/4	강남구	역삼1동	계	1,027	5	9	8	10	135	265	233	126	87	40	37	40	12	11	3	2	3	1	-	-	-
2022.1/4	강남구	역삼1동	남자	419	4	5	3	1	35	86	95	68	44	20	18	25	7	3	2	1	1	1	-	-	-
2022.1/4	강남구	역삼1동	여자	608	1	4	5	9	100	179	138	58	43	20	19	15	5	8	1	1	2	-	-	-	-
2022.1/4	강남구	역삼2동	계	309	3	5	1	3	33	61	59	46	24	23	19	18	6	5	1	2	-	-	-	-	-
2022.1/4	강남구	역삼2동	남자	151	3	4	-	1	12	20	28	21	14	15	9	12	5	5	1	1	-	-	-	-	-
2022.1/4	강남구	역삼2동	여자	158	-	1	1	2	21	41	31	25	10	8	10	6	1	-	-	1	-	-	-	-	-
2022.1/4	강남구	도곡1동	계	141	1	2	2	3	16	21	22	21	6	9	13	8	7	4	3	3	-	-	-	-	-
2022.1/4	강남구	도곡1동	남자	69	1	-	2	1	6	9	6	13	3	6	7	5	4	3	3	-	-	-	-	-	-
2022.1/4	강남구	도곡1동	여자	72	-	2	-	2	10	12	16	8	3	3	6	3	3	1	-	3	-	-	-	-	-
2022.1/4	강남구	도곡2동	계	83	-	-	-	1	5	5	7	14	14	10	9	5	2	3	4	2	1	1	-	-	-
2022.1/4	강남구	도곡2동	남자	51	-	-	-	-	-	1	6	11	7	9	5	4	1	1	3	1	1	1	-	-	-
2022.1/4	강남구	도곡2동	여자	32	-	-	-	1	5	4	1	3	7	1	4	1	1	2	1	1	-	-	-	-	-
2022.1/4	강남구	개포1동	계	20	-	-	-	-	-	3	2	2	-	4	7	-	1	-	-	-	-	-	-	-	1
2022.1/4	강남구	개포1동	남자	8	-	-	-	-	-	1	2	1	-	1	3	-	-	-	-	-	-	-	-	-	-
2022.1/4	강남구	개포1동	여자	12	-	-	-	-	-	2	-	1	-	3	4	-	1	-	-	-	-	-	-	-	1
2022.1/4	강남구	개포4동	계	149	6	8	6	2	3	17	20	28	13	5	9	13	8	8	1	-	1	1	-	-	-
2022.1/4	강남구	개포4동	남자	61	2	3	5	1	1	6	8	7	10	1	3	5	5	3	-	-	1	-	-	-	-
2022.1/4	강남구	개포4동	여자	88	4	5	1	1	2	11	12	21	3	4	6	8	3	5	1	-	-	1	-	-	-
2022.1/4	강남구	일원본동	계	28	-	-	2	1	1	2	7	5	3	2	3	1	-	1	-	-	-	-	-	-	-
2022.1/4	강남구	일원본동	남자	13	-	-	1	1	-	2	3	2	1	1	1	-	-	1	-	-	-	-	-	-	-
2022.1/4	강남구	일원본동	여자	15	-	-	1	-	1	-	4	3	2	1	2	1	-	-	-	-	-	-	-	-	-
2022.1/4	강남구	일원1동	계	136	1	1	3	2	9	13	22	15	5	15	8	17	13	6	5	1	-	-	-	-	-
2022.1/4	강남구	일원1동	남자	47	-	1	1	1	3	4	9	5	1	4	2	5	6	2	2	1	-	-	-	-	-
2022.1/4	강남구	일원1동	여자	89	1	-	2	1	6	9	13	10	4	11	6	12	7	4	3	-	-	-	-	-	-
2022.1/4	강남구	일원2동	계	59	-	-	1	-	2	19	16	4	6	1	5	1	2	2	-	-	-	-	-	-	-
2022.1/4	강남구	일원2동	남자	23	-	-	1	-	1	9	4	2	2	-	2	-	1	1	-	-	-	-	-	-	-
2022.1/4	강남구	일원2동	여자	36	-	-	-	-	1	10	12	2	4	1	3	1	1	1	-	-	-	-	-	-	-
2022.1/4	강남구	수서동	계	67	-	3	-	1	3	13	9	10	6	4	4	3	5	4	2	-	-	-	-	-	-
2022.1/4	강남구	수서동	남자	24	-	2	-	-	1	4	4	3	2	2	-	1	2	2	1	-	-	-	-	-	-
2022.1/4	강남구	수서동	여자	43	-	1	-	1	2	9	5	7	4	2	4	2	3	2	1	-	-	-	-	-	-
2022.1/4	강남구	세곡동	계	172	1	4	3	1	7	29	35	34	15	12	14	9	4	4	-	-	-	-	-	-	-
2022.1/4	강남구	세곡동	남자	73	-	1	2	1	1	17	15	19	5	3	6	1	-	2	-	-	-	-	-	-	-
2022.1/4	강남구	세곡동	여자	99	1	3	1	-	6	12	20	15	10	9	8	8	4	2	-	-	-	-	-	-	-
2022.1/4	강남구	압구정동	계	147	2	1	2	3	6	18	22	20	24	16	13	7	4	3	1	2	3	-	-	-	-
2022.1/4	강남구	압구정동	남자	85	2	-	1	3	-	8	13	13	16	11	7	4	1	3	-	1	2	-	-	-	-
2022.1/4	강남구	압구정동	여자	62	-	1	1	-	6	10	9	7	8	5	6	3	3	-	1	1	1	-	-	-	-
2022.1/4	강남구	청담동	계	226	-	3	2	8	21	36	26	36	27	15	23	14	9	4	-	-	-	2	-	-	-
2022.1/4	강남구	청담동	남자	125	-	2	1	7	5	10	18	24	19	9	16	9	2	2	-	-	-	1	-	-	-
2022.1/4	강남구	청담동	여자	101	-	1	1	1	16	26	8	12	8	6	7	5	7	2	-	-	-	1	-	-	-
2022.1/4	강남구	대치2동	계	150	-	2	2	4	5	22	27	18	19	14	14	10	5	3	3	2	-	-	-	-	-
2022.1/4	강남구	대치2동	남자	91	-	1	1	3	1	16	12	13	15	7	9	6	1	3	2	1	-	-	-	-	-
2022.1/4	강남구	대치2동	여자	59	-	1	1	1	4	6	15	5	4	7	5	4	4	-	1	1	-	-	-	-	-
2022.1/4	강남구	개포2동	계	76	-	2	-	1	3	8	9	13	13	10	7	7	1	-	-	2	-	-	-	-	-
2022.1/4	강남구	개포2동	남자	35	-	2	-	-	1	2	6	8	4	5	2	4	1	-	-	-	-	-	-	-	-
2022.1/4	강남구	개포2동	여자	41	-	-	-	1	2	6	3	5	9	5	5	3	-	-	-	2	-	-	-	-	-
2022.1/4	송파구	소계	계	5,654	104	140	99	65	272	609	746	788	528	423	622	663	362	139	55	17	14	5	2	1	-
2022.1/4	송파구	소계	남자	2,556	57	74	50	34	98	190	316	391	270	210	300	282	174	60	29	10	8	2	-	1	-
2022.1/4	송파구	소계	여자	3,098	47	66	49	31	174	419	430	397	258	213	322	381	188	79	26	7	6	3	2	-	-
2022.1/4	송파구	풍납1동	계	551	6	10	16	5	11	27	39	44	52	43	86	113	67	20	10	1	1	-	-	-	-
2022.1/4	송파구	풍납1동	남자	267	4	2	9	3	4	14	18	25	31	20	44	50	26	10	6	1	-	-	-	-	-
2022.1/4	송파구	풍납1동	여자	284	2	8	7	2	7	13	21	19	21	23	42	63	41	10	4	-	1	-	-	-	-
2022.1/4	송파구	풍납2동	계	173	2	12	3	1	4	16	36	16	19	15	20	19	7	1	2	-	-	-	-	-	-
2022.1/4	송파구	풍납2동	남자	83	1	7	2	1	-	6	14	9	11	8	11	8	4	1	-	-	-	-	-	-	-
2022.1/4	송파구	풍납2동	여자	90	1	5	1	-	4	10	22	7	8	7	9	11	3	-	2	-	-	-	-	-	-
2022.1/4	송파구	거여1동	계	73	-	3	-	-	2	5	6	8	7	11	9	13	4	4	1	-	-	-	-	-	-
2022.1/4	송파구	거여1동	남자	21	-	-	-	-	-	-	-	2	4	6	4	3	-	1	1	-	-	-	-	-	-
2022.1/4	송파구	거여1동	여자	52	-	3	-	-	2	5	6	6	3	5	5	10	4	3	-	-	-	-	-	-	-
2022.1/4	송파구	거여2동	계	90	-	1	1	-	3	7	7	13	7	4	19	14	8	3	3	-	-	-	-	-	-
2022.1/4	송파구	거여2동	남자	37	-	-	-	-	-	2	4	6	3	1	8	7	4	1	1	-	-	-	-	-	-
2022.1/4	송파구	거여2동	여자	53	-	1	1	-	3	5	3	7	4	3	11	7	4	2	2	-	-	-	-	-	-
2022.1/4	송파구	마천1동	계	151	1	4	3	4	4	8	16	18	17	17	21	20	13	3	2	-	-	-	-	-	-
2022.1/4	송파구	마천1동	남자	55	-	3	3	1	-	2	9	5	4	7	7	9	4	1	-	-	-	-	-	-	-
2022.1/4	송파구	마천1동	여자	96	1	1	-	3	4	6	7	13	13	10	14	11	9	2	2	-	-	-	-	-	-
2022.1/4	송파구	마천2동	계	152	2	1	2	5	6	1	14	17	9	7	44	26	13	3	1	-	1	-	-	-	-
2022.1/4	송파구	마천2동	남자	66	2	-	1	-	3	-	3	5	5	3	23	11	8	1	1	-	-	-	-	-	-
2022.1/4	송파구	마천2동	여자	86	-	1	1	5	3	1	11	12	4	4	21	15	5	2	-	-	1	-	-	-	-
2022.1/4	송파구	방이1동	계	88	1	2	-	1	2	14	15	18	7	3	9	2	6	3	-	3	1	-	1	-	-
2022.1/4	송파구	방이1동	남자	38	1	2	-	1	1	1	7	9	5	1	5	-	2	1	-	2	-	-	-	-	-
2022.1/4	송파구	방이1동	여자	50	-	-	-	-	1	13	8	9	2	2	4	2	4	2	-	1	1	-	1	-	-
2022.1/4	송파구	방이2동	계	541	3	10	10	7	39	109	89	83	44	39	43	40	16	5	2	1	-	1	-	-	-
2022.1/4	송파구	방이2동	남자	252	2	6	4	3	19	37	43	49	21	18	21	16	10	3	-	-	-	-	-	-	-
2022.1/4	송파구	방이2동	여자	289	1	4	6	4	20	72	46	34	23	21	22	24	6	2	2	1	-	1	-	-	-
2022.1/4	송파구	오륜동	계	18	1	-	-	-	1	2	2	6	1	1	2	-	1	1	-	-	-	-	-	-	-
2022.1/4	송파구	오륜동	남자	9	1	-	-	-	1	-	2	2	1	1	-	-	1	-	-	-	-	-	-	-	-
2022.1/4	송파구	오륜동	여자	9	-	-	-	-	-	2	-	4	-	-	2	-	-	1	-	-	-	-	-	-	-
2022.1/4	송파구	오금동	계	220	3	2	1	8	50	14	16	27	13	22	22	15	15	6	2	2	1	1	-	-	-
2022.1/4	송파구	오금동	남자	113	1	1	-	8	32	5	4	13	6	10	13	8	8	1	1	2	-	-	-	-	-
2022.1/4	송파구	오금동	여자	107	2	1	1	-	18	9	12	14	7	12	9	7	7	5	1	-	1	1	-	-	-
2022.1/4	송파구	송파1동	계	329	9	6	2	1	15	33	56	41	29	22	29	47	22	12	5	-	-	-	-	-	-
2022.1/4	송파구	송파1동	남자	159	7	4	-	1	5	10	29	22	17	7	16	20	13	5	3	-	-	-	-	-	-
2022.1/4	송파구	송파1동	여자	170	2	2	2	-	10	23	27	19	12	15	13	27	9	7	2	-	-	-	-	-	-
2022.1/4	송파구	송파2동	계	154	5	5	6	2	6	6	10	19	17	17	16	25	12	6	2	-	-	-	-	-	-
2022.1/4	송파구	송파2동	남자	76	3	3	2	1	3	2	3	12	8	9	9	10	5	5	1	-	-	-	-	-	-
2022.1/4	송파구	송파2동	여자	78	2	2	4	1	3	4	7	7	9	8	7	15	7	1	1	-	-	-	-	-	-
2022.1/4	송파구	석촌동	계	576	11	16	13	8	21	45	67	69	46	42	69	87	54	17	6	2	1	1	-	1	-
2022.1/4	송파구	석촌동	남자	257	7	11	7	2	5	12	24	31	25	19	28	43	31	7	2	-	1	1	-	1	-
2022.1/4	송파구	석촌동	여자	319	4	5	6	6	16	33	43	38	21	23	41	44	23	10	4	2	-	-	-	-	-
2022.1/4	송파구	삼전동	계	364	9	13	10	2	18	60	61	53	33	20	26	35	15	7	2	-	-	-	-	-	-
2022.1/4	송파구	삼전동	남자	138	5	7	3	2	3	14	20	19	16	12	12	14	7	3	1	-	-	-	-	-	-
2022.1/4	송파구	삼전동	여자	226	4	6	7	-	15	46	41	34	17	8	14	21	8	4	1	-	-	-	-	-	-
2022.1/4	송파구	가락본동	계	278	9	11	3	4	8	24	32	37	30	20	37	35	11	12	1	1	1	2	-	-	-
2022.1/4	송파구	가락본동	남자	123	5	6	2	2	1	4	17	19	13	8	14	17	7	5	1	1	-	1	-	-	-
2022.1/4	송파구	가락본동	여자	155	4	5	1	2	7	20	15	18	17	12	23	18	4	7	-	-	1	1	-	-	-
2022.1/4	송파구	가락1동	계	118	6	5	3	1	2	10	27	24	18	7	8	3	3	-	-	1	-	-	-	-	-
2022.1/4	송파구	가락1동	남자	53	2	3	2	1	-	-	8	8	13	6	6	2	1	-	-	1	-	-	-	-	-
2022.1/4	송파구	가락1동	여자	65	4	2	1	-	2	10	19	16	5	1	2	1	2	-	-	-	-	-	-	-	-
2022.1/4	송파구	가락2동	계	176	2	5	5	1	11	24	19	26	10	9	27	15	14	3	4	-	1	-	-	-	-
2022.1/4	송파구	가락2동	남자	82	2	1	3	1	1	9	10	14	6	4	13	6	6	2	3	-	1	-	-	-	-
2022.1/4	송파구	가락2동	여자	94	-	4	2	-	10	15	9	12	4	5	14	9	8	1	1	-	-	-	-	-	-
2022.1/4	송파구	문정1동	계	187	4	4	2	4	6	18	29	25	18	23	16	22	8	4	-	-	3	-	1	-	-
2022.1/4	송파구	문정1동	남자	76	1	2	2	1	1	5	10	15	6	11	8	7	4	1	-	-	2	-	-	-	-
2022.1/4	송파구	문정1동	여자	111	3	2	-	3	5	13	19	10	12	12	8	15	4	3	-	-	1	-	1	-	-
2022.1/4	송파구	문정2동	계	206	2	3	1	2	15	56	40	50	13	9	4	6	2	3	-	-	-	-	-	-	-
2022.1/4	송파구	문정2동	남자	82	-	1	-	1	4	20	14	24	7	3	3	3	1	1	-	-	-	-	-	-	-
2022.1/4	송파구	문정2동	여자	124	2	2	1	1	11	36	26	26	6	6	1	3	1	2	-	-	-	-	-	-	-
2022.1/4	송파구	잠실본동	계	492	6	7	6	3	19	73	70	53	31	28	52	73	48	13	5	4	1	-	-	-	-
2022.1/4	송파구	잠실본동	남자	213	-	2	5	1	4	26	30	30	17	15	29	22	20	5	4	2	1	-	-	-	-
2022.1/4	송파구	잠실본동	여자	279	6	5	1	2	15	47	40	23	14	13	23	51	28	8	1	2	-	-	-	-	-
2022.1/4	송파구	잠실4동	계	66	5	2	1	-	3	3	8	19	11	5	1	3	2	2	1	-	-	-	-	-	-
2022.1/4	송파구	잠실4동	남자	36	2	2	1	-	1	1	5	12	5	3	-	2	-	1	1	-	-	-	-	-	-
2022.1/4	송파구	잠실4동	여자	30	3	-	-	-	2	2	3	7	6	2	1	1	2	1	-	-	-	-	-	-	-
2022.1/4	송파구	잠실6동	계	123	6	6	4	2	6	8	23	28	11	14	7	5	1	-	-	-	2	-	-	-	-
2022.1/4	송파구	잠실6동	남자	71	4	3	1	-	3	2	13	18	6	9	5	4	1	-	-	-	2	-	-	-	-
2022.1/4	송파구	잠실6동	여자	52	2	3	3	2	3	6	10	10	5	5	2	1	-	-	-	-	-	-	-	-	-
2022.1/4	송파구	잠실7동	계	15	-	-	1	-	-	1	1	3	2	3	1	1	-	-	1	1	-	-	-	-	-
2022.1/4	송파구	잠실7동	남자	8	-	-	-	-	-	-	1	3	2	1	-	-	-	-	1	-	-	-	-	-	-
2022.1/4	송파구	잠실7동	여자	7	-	-	1	-	-	1	-	-	-	2	1	1	-	-	-	1	-	-	-	-	-
