기간	자치구	성별	합계	한국계 중국인	중국(한국계 중국인 제외)	미국	타이완	일본	베트남	몽골	필리핀	캐나다	인도	우즈베키스탄	영국	프랑스	타이	러시아	독일	오스트레일리아	네팔	파키스탄	인도네시아	나이지리아	말레이시아	방글라데시	캄 보 디 아	사우디아라비아	홍       콩	뉴질랜드	카자흐스탄	스 리 랑 카	남아프리카 공화국	미  얀  마	싱 가 포 르	이       란	브  라  질	아 일 랜 드	스  웨  덴	이 탈 리 아	터       키	네 덜 란 드	키르기스스탄	멕  시  코	스  페  인	우크라이나	스  위  스	핀  란  드	가       나	벨  기  에	폴  란  드	이  집  트	오스트리아	수       단	아르헨티나	오       만	이 스 라 엘	페       루	덴  마  크	모  로  코	이  라  크	기       타
2018.1/4	강동구	여자	2,216	1,029	445	62	30	122	237	80	59	17	2	16	2	-	21	9	-	5	3	16	7	-	3	1	11	2	1	-	6	1	4	-	-	3	-	1	1	4	-	-	7	-	1	-	-	-	1	-	-	-	-	-	1	-	-	1	-	2	-	3
2018.2/4	합계	계	275,468	122,269	64,694	9,032	8,839	8,516	14,553	5,989	3,520	1,554	2,084	2,499	1,449	2,046	1,546	1,759	1,331	707	1,159	1,279	1,235	671	1,447	653	1,146	646	1,242	216	886	307	339	929	397	432	287	214	240	461	434	272	323	259	310	292	150	96	195	170	132	890	117	93	49	19	92	117	91	287	102	4,405
2018.2/4	합계	남자	133,175	68,350	23,484	5,108	4,003	2,605	5,180	2,362	941	998	1,396	1,390	963	1,134	422	622	743	452	773	939	488	523	743	468	642	376	252	163	315	234	190	702	145	235	144	155	131	256	227	157	97	126	171	122	95	36	150	98	41	793	66	61	24	11	38	49	48	175	62	2,501
2018.2/4	합계	여자	142,293	53,919	41,210	3,924	4,836	5,911	9,373	3,627	2,579	556	688	1,109	486	912	1,124	1,137	588	255	386	340	747	148	704	185	504	270	990	53	571	73	149	227	252	197	143	59	109	205	207	115	226	133	139	170	55	60	45	72	91	97	51	32	25	8	54	68	43	112	40	1,904
2018.2/4	종로구	계	9,789	1,841	3,714	312	268	288	1,281	95	92	34	56	51	68	110	31	53	61	98	438	27	46	4	49	13	28	20	49	4	27	9	3	49	38	17	38	6	6	22	9	12	12	9	18	5	13	6	4	11	3	12	18	8	3	8	28	2	5	5	-	252
2018.2/4	종로구	남자	4,275	885	1,228	196	109	123	610	38	26	22	40	23	53	63	12	21	25	54	297	20	12	2	26	6	20	8	9	4	10	6	1	38	17	11	20	6	2	14	4	5	5	5	10	3	8	3	3	7	1	6	8	4	1	5	14	1	2	2	-	121
2018.2/4	종로구	여자	5,514	956	2,486	116	159	165	671	57	66	12	16	28	15	47	19	32	36	44	141	7	34	2	23	7	8	12	40	-	17	3	2	11	21	6	18	-	4	8	5	7	7	4	8	2	5	3	1	4	2	6	10	4	2	3	14	1	3	3	-	131
2018.2/4	중구	계	9,395	2,088	2,616	254	594	265	845	297	93	52	136	518	57	53	28	325	95	20	20	60	53	2	22	10	24	23	35	15	139	22	3	16	29	11	10	3	9	27	16	12	35	14	16	36	7	3	9	9	4	11	6	1	2	3	10	6	7	5	-	314
2018.2/4	중구	남자	4,413	1,063	1,037	167	299	128	365	112	26	31	80	230	34	31	2	169	52	13	10	44	35	1	10	3	15	12	15	11	61	15	1	10	10	7	7	3	4	16	7	7	15	5	10	20	5	1	8	7	-	8	3	1	-	2	4	2	5	3	-	171
2018.2/4	중구	여자	4,982	1,025	1,579	87	295	137	480	185	67	21	56	288	23	22	26	156	43	7	10	16	18	1	12	7	9	11	20	4	78	7	2	6	19	4	3	-	5	11	9	5	20	9	6	16	2	2	1	2	4	3	3	-	2	1	6	4	2	2	-	143
2018.2/4	용산구	계	15,568	1,340	712	2,569	353	1,431	283	162	648	238	416	129	331	268	204	240	417	147	33	320	88	568	509	125	72	194	34	45	96	35	130	49	49	60	44	38	59	102	79	40	65	28	70	64	33	8	103	38	16	609	21	72	9	-	24	35	27	143	62	1,484
2018.2/4	용산구	남자	8,885	668	267	1,489	167	736	80	63	156	160	288	58	208	175	86	76	246	94	21	233	17	443	381	84	29	114	19	32	46	18	79	20	16	37	22	22	38	62	53	24	19	13	33	29	16	6	82	17	4	586	13	49	5	-	9	16	15	108	38	1,000
2018.2/4	용산구	여자	6,683	672	445	1,080	186	695	203	99	492	78	128	71	123	93	118	164	171	53	12	87	71	125	128	41	43	80	15	13	50	17	51	29	33	23	22	16	21	40	26	16	46	15	37	35	17	2	21	21	12	23	8	23	4	-	15	19	12	35	24	484
2018.2/4	성동구	계	8,002	2,632	2,430	222	168	176	636	289	194	43	86	70	36	49	53	36	90	16	49	138	79	3	69	39	24	13	22	4	7	17	10	39	9	16	4	3	7	14	13	5	10	14	15	5	8	6	19	3	6	4	1	-	1	1	1	1	2	4	1	90
2018.2/4	성동구	남자	3,697	1,326	902	132	72	34	222	123	110	34	52	53	24	24	18	15	60	11	44	94	57	2	41	35	10	8	6	4	2	17	4	32	3	9	3	3	4	6	3	2	1	6	7	-	6	2	15	2	3	2	1	-	-	-	-	-	2	2	1	46
2018.2/4	성동구	여자	4,305	1,306	1,528	90	96	142	414	166	84	9	34	17	12	25	35	21	30	5	5	44	22	1	28	4	14	5	16	-	5	-	6	7	6	7	1	-	3	8	10	3	9	8	8	5	2	4	4	1	3	2	-	-	1	1	1	1	-	2	-	44
2018.2/4	광진구	계	14,771	6,407	4,708	156	133	325	834	631	103	43	153	307	30	33	39	51	18	12	80	149	51	1	69	43	18	3	24	2	69	8	4	18	12	28	5	3	7	8	8	7	11	12	8	5	3	6	4	1	2	4	5	1	4	-	1	1	1	5	-	97
2018.2/4	광진구	남자	6,405	3,222	1,576	88	47	49	276	274	23	23	103	252	21	20	9	11	6	7	47	119	19	1	23	29	3	1	1	2	20	7	1	6	5	15	-	2	4	6	2	3	4	4	2	3	3	2	2	1	1	3	4	1	1	-	1	-	1	1	-	48
2018.2/4	광진구	여자	8,366	3,185	3,132	68	86	276	558	357	80	20	50	55	9	13	30	40	12	5	33	30	32	-	46	14	15	2	23	-	49	1	3	12	7	13	5	1	3	2	6	4	7	8	6	2	-	4	2	-	1	1	1	-	3	-	-	1	-	4	-	49
2018.2/4	동대문구	계	15,624	2,841	6,564	202	369	452	1,913	724	224	41	88	259	39	73	57	105	51	21	64	30	74	6	111	62	60	48	201	1	62	19	10	42	13	51	18	10	42	16	31	10	32	32	23	18	5	9	5	6	24	28	3	4	2	-	2	5	5	10	26	381
2018.2/4	동대문구	남자	5,998	1,396	2,021	99	118	62	915	270	75	27	58	175	28	29	6	29	23	16	39	28	21	5	23	42	23	40	29	1	18	15	6	18	3	19	5	6	12	5	8	6	9	10	9	5	4	-	4	1	4	15	1	2	2	-	-	1	3	1	15	193
2018.2/4	동대문구	여자	9,626	1,445	4,543	103	251	390	998	454	149	14	30	84	11	44	51	76	28	5	25	2	53	1	88	20	37	8	172	-	44	4	4	24	10	32	13	4	30	11	23	4	23	22	14	13	1	9	1	5	20	13	2	2	-	-	2	4	2	9	11	188
2018.2/4	중랑구	계	4,745	1,784	645	62	82	148	582	920	112	23	10	68	17	5	50	24	4	6	22	8	8	1	3	28	21	8	11	-	6	1	6	8	1	6	2	3	2	2	9	-	13	4	1	-	4	-	-	1	1	2	-	-	-	-	-	2	1	2	-	16
2018.2/4	중랑구	남자	1,908	856	193	38	37	21	172	393	20	16	7	15	10	1	-	4	3	5	16	8	1	1	2	25	-	2	1	-	1	1	4	6	1	6	1	3	2	2	7	-	7	2	1	-	3	-	-	-	-	1	-	-	-	-	-	2	-	2	-	9
2018.2/4	중랑구	여자	2,837	928	452	24	45	127	410	527	92	7	3	53	7	4	50	20	1	1	6	-	7	-	1	3	21	6	10	-	5	-	2	2	-	-	1	-	-	-	2	-	6	2	-	-	1	-	-	1	1	1	-	-	-	-	-	-	1	-	-	7
2018.2/4	성북구	계	11,557	1,161	4,845	354	321	377	1,105	889	256	55	169	195	68	44	60	114	94	28	74	101	99	18	85	93	32	75	61	9	130	17	17	15	33	21	9	17	12	13	20	14	12	26	4	18	9	3	11	2	8	28	7	-	1	3	1	15	11	11	8	279
2018.2/4	성북구	남자	4,568	552	1,653	182	130	65	403	347	67	37	109	140	37	25	12	39	43	14	47	68	37	14	35	58	10	55	9	8	36	9	11	4	12	17	4	12	6	7	6	7	3	9	2	12	7	2	8	2	-	17	4	-	-	3	1	6	4	2	5	154
2018.2/4	성북구	여자	6,989	609	3,192	172	191	312	702	542	189	18	60	55	31	19	48	75	51	14	27	33	62	4	50	35	22	20	52	1	94	8	6	11	21	4	5	5	6	6	14	7	9	17	2	6	2	1	3	-	8	11	3	-	1	-	-	9	7	9	3	125
2018.2/4	강북구	계	3,678	1,238	820	82	114	109	424	347	95	26	16	71	13	14	37	24	1	4	28	22	9	-	2	9	19	8	12	4	17	-	7	4	-	8	1	6	1	1	5	3	8	3	5	4	1	1	1	2	3	1	-	1	2	-	1	-	-	1	-	43
2018.2/4	강북구	남자	1,450	608	278	54	47	13	90	124	16	17	12	50	12	9	3	6	-	3	14	18	3	-	-	6	2	6	1	4	3	-	3	3	-	6	-	6	1	-	3	2	1	1	4	-	1	-	-	1	2	1	-	-	1	-	1	-	-	-	-	14
2018.2/4	강북구	여자	2,228	630	542	28	67	96	334	223	79	9	4	21	1	5	34	18	1	1	14	4	6	-	2	3	17	2	11	-	14	-	4	1	-	2	1	-	-	1	2	1	7	2	1	4	-	1	1	1	1	-	-	1	1	-	-	-	-	1	-	29
2018.2/4	도봉구	계	2,168	479	425	73	43	104	411	148	164	21	1	37	13	6	25	7	3	3	29	26	10	2	4	5	40	-	10	2	6	-	4	24	3	1	2	1	-	1	-	1	4	2	4	1	-	-	-	-	-	-	1	-	3	-	1	2	-	-	-	16
2018.2/4	도봉구	남자	817	220	114	39	23	21	106	57	51	15	1	10	9	5	5	3	2	3	25	23	6	2	1	4	26	-	3	-	-	-	2	23	1	1	1	1	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	2	-	-	1	-	-	-	9
2018.2/4	도봉구	여자	1,351	259	311	34	20	83	305	91	113	6	-	27	4	1	20	4	1	-	4	3	4	-	3	1	14	-	7	2	6	-	2	1	2	-	1	-	-	-	-	1	4	2	3	1	-	-	-	-	-	-	1	-	1	-	1	1	-	-	-	7
2018.2/4	노원구	계	3,812	620	1,044	169	124	223	571	332	95	48	51	98	21	22	21	33	13	5	14	17	24	5	6	12	20	7	13	6	19	1	8	24	1	13	18	7	-	2	10	7	3	3	3	5	2	2	2	2	-	7	-	-	-	-	-	2	-	3	-	54
2018.2/4	노원구	남자	1,570	292	415	100	35	22	216	134	20	34	32	60	16	14	7	6	6	5	8	7	12	5	1	10	7	5	3	4	6	-	4	4	-	2	8	7	-	2	4	7	-	3	3	3	2	1	2	1	-	4	-	-	-	-	-	1	-	1	-	29
2018.2/4	노원구	여자	2,242	328	629	69	89	201	355	198	75	14	19	38	5	8	14	27	7	-	6	10	12	-	5	2	13	2	10	2	13	1	4	20	1	11	10	-	-	-	6	-	3	-	-	2	-	1	-	1	-	3	-	-	-	-	-	1	-	2	-	25
2018.2/4	은평구	계	4,403	1,231	851	131	530	381	456	65	108	33	25	62	26	23	61	29	12	8	12	11	25	8	22	9	75	2	35	7	7	6	11	34	3	4	-	2	2	5	2	4	9	4	6	3	1	1	2	-	3	9	-	-	1	-	-	1	1	5	-	39
2018.2/4	은평구	남자	1,897	594	311	93	280	114	106	25	20	24	18	26	22	11	6	7	10	6	9	11	9	8	6	8	45	1	16	6	2	6	7	31	3	3	-	1	-	2	-	2	1	4	5	1	1	-	1	-	-	7	-	-	1	-	-	-	1	2	-	24
2018.2/4	은평구	여자	2,506	637	540	38	250	267	350	40	88	9	7	36	4	12	55	22	2	2	3	-	16	-	16	1	30	1	19	1	5	-	4	3	-	1	-	1	2	3	2	2	8	-	1	2	-	1	1	-	3	2	-	-	-	-	-	1	-	3	-	15
2018.2/4	서대문구	계	11,981	885	4,117	599	2,390	599	722	123	129	110	142	59	115	167	157	86	83	60	30	27	81	4	114	12	53	20	271	14	60	7	14	34	46	35	16	10	29	39	23	32	16	17	24	12	11	21	6	19	9	13	11	3	4	-	7	6	7	14	1	266
2018.2/4	서대문구	남자	4,014	409	982	278	1,127	85	183	32	27	62	89	27	70	66	14	23	39	33	18	17	14	2	21	7	15	7	42	9	20	5	8	13	13	19	3	7	15	18	10	15	2	7	17	2	4	7	3	7	3	5	4	2	1	-	2	2	5	4	-	93
2018.2/4	서대문구	여자	7,967	476	3,135	321	1,263	514	539	91	102	48	53	32	45	101	143	63	44	27	12	10	67	2	93	5	38	13	229	5	40	2	6	21	33	16	13	3	14	21	13	17	14	10	7	10	7	14	3	12	6	8	7	1	3	-	5	4	2	10	1	173
2018.2/4	마포구	계	10,816	1,324	3,205	980	1,426	990	385	51	90	111	117	49	121	243	131	98	88	66	52	30	86	4	78	26	36	35	218	20	20	14	11	14	50	31	17	25	18	50	20	49	10	23	17	12	17	6	3	14	11	71	7	-	4	-	5	6	12	30	1	188
2018.2/4	마포구	남자	4,197	625	883	466	631	373	111	18	21	67	81	28	80	99	33	27	44	38	32	21	21	2	25	13	11	15	46	14	3	13	5	3	11	15	9	20	9	21	7	19	2	13	7	6	8	2	3	5	4	67	2	-	4	-	1	2	3	23	1	84
2018.2/4	마포구	여자	6,619	699	2,322	514	795	617	274	33	69	44	36	21	41	144	98	71	44	28	20	9	65	2	53	13	25	20	172	6	17	1	6	11	39	16	8	5	9	29	13	30	8	10	10	6	9	4	-	9	7	4	5	-	-	-	4	4	9	7	-	104
2018.2/4	양천구	계	3,875	1,886	736	117	204	116	296	63	125	44	13	30	20	8	26	16	3	10	4	15	8	1	4	10	25	-	7	1	6	22	3	12	1	4	3	2	3	-	-	1	-	3	2	2	-	-	-	-	1	1	1	-	-	-	-	2	-	2	-	16
2018.2/4	양천구	남자	1,765	1,013	283	67	104	13	59	19	36	26	5	7	12	7	2	5	2	6	2	13	4	1	2	6	10	-	1	-	2	22	2	11	-	3	2	1	2	-	-	1	-	2	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	1	-	9
2018.2/4	양천구	여자	2,110	873	453	50	100	103	237	44	89	18	8	23	8	1	24	11	1	4	2	2	4	-	2	4	15	-	6	1	4	-	1	1	1	1	1	1	1	-	-	-	-	1	2	2	-	-	-	-	1	-	1	-	-	-	-	1	-	1	-	7
2018.2/4	강서구	계	6,724	2,812	1,172	213	318	309	392	77	157	88	79	78	73	26	49	103	25	38	15	17	63	4	56	20	83	-	18	18	20	4	16	73	6	7	35	11	5	23	2	15	6	21	13	-	5	1	2	12	9	10	13	-	2	-	1	3	1	1	-	104
2018.2/4	강서구	남자	3,255	1,427	403	135	167	66	99	26	37	76	46	32	55	17	13	56	20	35	12	14	32	4	46	16	60	-	2	16	8	4	12	69	4	4	30	11	5	22	2	14	-	19	10	-	5	1	1	11	6	10	12	-	2	-	-	2	1	-	-	78
2018.2/4	강서구	여자	3,469	1,385	769	78	151	243	293	51	120	12	33	46	18	9	36	47	5	3	3	3	31	-	10	4	23	-	16	2	12	-	4	4	2	3	5	-	-	1	-	1	6	2	3	-	-	-	1	1	3	-	1	-	-	-	1	1	-	1	-	26
2018.2/4	구로구	계	33,070	25,047	6,140	87	179	214	466	85	100	26	42	46	22	20	52	49	5	8	13	40	27	5	49	25	46	-	20	1	43	17	4	87	4	2	4	2	3	14	3	2	10	2	2	4	1	1	-	1	4	4	2	-	1	-	-	1	-	2	-	36
2018.2/4	구로구	남자	18,864	15,314	2,680	56	83	58	169	34	35	21	32	23	16	11	10	15	4	7	7	31	15	4	28	23	23	-	5	1	27	16	2	63	1	2	2	1	2	6	3	1	5	1	1	-	1	1	-	1	1	4	1	-	-	-	-	-	-	-	-	17
2018.2/4	구로구	여자	14,206	9,733	3,460	31	96	156	297	51	65	5	10	23	6	9	42	34	1	1	6	9	12	1	21	2	23	-	15	-	16	1	2	24	3	-	2	1	1	8	-	1	5	1	1	4	-	-	-	-	3	-	1	-	1	-	-	1	-	2	-	19
2018.2/4	금천구	계	19,489	15,268	2,958	30	68	87	410	99	135	10	10	27	3	6	37	16	6	3	44	21	35	-	6	21	66	-	7	-	11	13	-	43	-	1	1	2	-	2	4	-	13	-	1	2	-	-	-	-	1	5	-	-	-	-	1	2	-	1	-	13
2018.2/4	금천구	남자	11,082	9,194	1,278	18	35	12	142	55	59	6	8	11	2	4	18	9	3	2	29	16	30	-	4	19	40	-	1	-	8	11	-	43	-	1	1	1	-	-	1	-	8	-	1	-	-	-	-	-	1	4	-	-	-	-	-	1	-	1	-	5
2018.2/4	금천구	여자	8,407	6,074	1,680	12	33	75	268	44	76	4	2	16	1	2	19	7	3	1	15	5	5	-	2	2	26	-	6	-	3	2	-	-	-	-	-	1	-	2	3	-	5	-	-	2	-	-	-	-	-	1	-	-	-	-	1	1	-	-	-	8
2018.2/4	영등포구	계	35,498	27,502	5,829	198	380	214	271	30	86	39	43	25	31	39	70	44	24	13	41	29	148	4	9	14	56	2	48	7	18	11	9	129	5	1	4	10	2	13	7	5	2	3	5	7	2	2	-	2	1	10	3	-	-	-	-	-	1	5	-	45
2018.2/4	영등포구	남자	19,808	16,140	2,619	115	178	37	78	13	20	24	33	10	23	23	36	7	18	9	32	27	75	4	3	13	45	-	7	5	6	11	5	120	1	1	-	4	-	9	6	3	1	1	4	2	2	-	-	2	-	8	3	-	-	-	-	-	1	5	-	19
2018.2/4	영등포구	여자	15,690	11,362	3,210	83	202	177	193	17	66	15	10	15	8	16	34	37	6	4	9	2	73	-	6	1	11	2	41	2	12	-	4	9	4	-	4	6	2	4	1	2	1	2	1	5	-	2	-	-	1	2	-	-	-	-	-	-	-	-	-	26
2018.2/4	동작구	계	12,487	5,905	4,321	181	157	172	729	78	62	25	42	54	22	58	47	46	28	3	9	51	28	11	23	8	35	-	20	10	13	26	3	17	9	6	9	8	2	10	12	8	13	5	11	6	3	1	5	3	3	15	-	1	1	-	-	6	-	4	1	161
2018.2/4	동작구	남자	5,688	3,126	1,581	105	58	26	263	23	8	16	33	31	17	42	19	11	15	2	6	35	10	10	7	6	14	-	3	8	2	10	2	10	2	4	4	7	1	4	6	6	5	3	9	3	1	-	4	2	1	11	-	1	-	-	-	3	-	1	1	110
2018.2/4	동작구	여자	6,799	2,779	2,740	76	99	146	466	55	54	9	9	23	5	16	28	35	13	1	3	16	18	1	16	2	21	-	17	2	11	16	1	7	7	2	5	1	1	6	6	2	8	2	2	3	2	1	1	1	2	4	-	-	1	-	-	3	-	3	-	51
2018.2/4	관악구	계	17,912	10,799	3,337	272	144	320	655	178	111	69	152	101	76	101	101	88	82	33	49	53	111	14	100	40	64	3	56	4	55	17	13	36	18	71	18	12	7	26	38	18	22	18	27	16	11	4	14	9	13	14	10	2	4	3	4	5	3	12	1	278
2018.2/4	관악구	남자	8,635	5,844	1,228	157	40	63	208	59	16	45	94	49	43	59	27	26	48	18	32	38	35	7	32	28	41	1	12	2	14	12	7	19	8	33	11	9	5	11	13	13	8	8	13	5	10	1	11	4	5	8	4	1	2	1	1	2	1	3	-	140
2018.2/4	관악구	여자	9,277	4,955	2,109	115	104	257	447	119	95	24	58	52	33	42	74	62	34	15	17	15	76	7	68	12	23	2	44	2	41	5	6	17	10	38	7	3	2	15	25	5	14	10	14	11	1	3	3	5	8	6	6	1	2	2	3	3	2	9	1	138
2018.2/4	서초구	계	4,145	732	645	475	144	282	101	35	110	99	71	31	107	542	36	54	67	36	7	13	14	3	26	1	27	32	16	11	8	3	5	20	39	1	14	6	10	34	71	8	2	8	14	16	9	7	1	15	9	9	2	-	-	-	2	6	6	3	-	100
2018.2/4	서초구	남자	2,083	311	317	284	58	116	33	16	14	63	47	15	74	311	9	20	42	23	6	9	5	3	8	1	20	18	4	8	3	1	3	15	19	1	6	5	9	17	45	5	1	4	10	9	5	1	1	10	4	7	2	-	-	-	1	3	4	3	-	54
2018.2/4	서초구	여자	2,062	421	328	191	86	166	68	19	96	36	24	16	33	231	27	34	25	13	1	4	9	-	18	-	7	14	12	3	5	2	2	5	20	-	8	1	1	17	26	3	1	4	4	7	4	6	-	5	5	2	-	-	-	-	1	3	2	-	-	46
2018.2/4	강남구	계	4,936	797	1,107	754	160	486	151	45	72	144	77	49	85	110	86	64	37	39	16	29	35	1	15	4	40	67	38	18	27	6	32	27	17	21	8	14	11	23	47	17	2	4	14	7	4	7	1	18	-	17	5	-	-	1	1	1	1	12	-	65
2018.2/4	강남구	남자	2,517	313	561	441	84	232	65	7	21	79	67	23	56	70	37	20	18	30	13	18	9	1	8	4	26	39	13	12	13	5	13	27	8	11	3	9	8	15	34	14	-	3	8	2	2	5	-	15	-	12	3	-	-	-	1	-	-	7	-	32
2018.2/4	강남구	여자	2,419	484	546	313	76	254	86	38	51	65	10	26	29	40	49	44	19	9	3	11	26	-	7	-	14	28	25	6	14	1	19	-	9	10	5	5	3	8	13	3	2	1	6	5	2	2	1	3	-	5	2	-	-	1	-	1	1	5	-	33
2018.2/4	송파구	계	6,722	3,405	1,089	411	116	309	293	90	85	95	67	42	38	26	64	35	24	19	12	5	23	1	7	11	63	80	13	10	9	7	10	77	9	11	6	12	-	9	5	1	4	2	5	44	1	-	-	2	-	5	1	-	4	-	2	2	-	3	1	57
2018.2/4	송파구	남자	3,310	1,760	449	241	48	118	101	42	21	52	43	13	26	18	36	10	14	10	5	3	6	-	4	10	39	40	3	9	-	6	6	76	5	6	1	7	-	9	3	-	-	1	3	17	1	-	-	2	-	5	1	-	2	-	2	-	-	1	1	34
2018.2/4	송파구	여자	3,412	1,645	640	170	68	191	192	48	64	43	24	29	12	8	28	25	10	9	7	2	17	1	3	1	24	40	10	1	9	1	4	1	4	5	5	5	-	-	2	1	4	1	2	27	-	-	-	-	-	-	-	-	2	-	-	2	-	2	-	23
2018.2/4	강동구	계	4,301	2,245	664	129	54	139	341	136	74	37	22	43	17	-	24	19	-	11	4	40	10	1	9	13	119	6	3	3	11	25	6	38	2	5	1	1	3	5	-	1	9	2	2	-	-	1	3	-	1	1	-	-	1	-	-	5	-	4	-	11
2018.2/4	강동구	남자	2,074	1,192	225	68	26	18	108	58	16	21	18	29	15	-	2	7	-	8	2	24	3	1	6	12	108	4	1	3	4	24	2	38	2	2	1	1	2	1	-	1	-	2	1	-	-	1	2	-	1	1	-	-	-	-	-	3	-	2	-	8
2018.2/4	강동구	여자	2,227	1,053	439	61	28	121	233	78	58	16	4	14	2	-	22	12	-	3	2	16	7	-	3	1	11	2	2	-	7	1	4	-	-	3	-	-	1	4	-	-	9	-	1	-	-	-	1	-	-	-	-	-	1	-	-	2	-	2	-	3
2018.3/4	합계	계	275,378	121,245	64,588	9,070	8,810	8,412	15,310	5,895	3,482	1,521	2,110	2,528	1,453	1,995	1,589	1,849	1,297	716	1,160	1,288	1,241	620	1,696	649	1,137	618	1,208	223	951	329	340	959	416	419	290	224	239	459	432	284	320	250	322	305	143	100	202	170	141	823	112	95	61	24	90	129	103	306	128	4,502
2018.3/4	합계	남자	133,138	68,118	23,079	5,045	3,994	2,571	5,620	2,316	933	997	1,404	1,423	948	1,108	454	659	708	446	782	948	486	474	947	462	629	362	255	168	348	249	186	718	154	220	148	152	140	261	230	177	98	125	179	133	88	41	154	102	44	723	68	62	34	12	43	52	54	186	76	2,545
2018.3/4	합계	여자	142,240	53,127	41,509	4,025	4,816	5,841	9,690	3,579	2,549	524	706	1,105	505	887	1,135	1,190	589	270	378	340	755	146	749	187	508	256	953	55	603	80	154	241	262	199	142	72	99	198	202	107	222	125	143	172	55	59	48	68	97	100	44	33	27	12	47	77	49	120	52	1,957
2018.3/4	종로구	계	9,690	1,788	3,603	281	258	288	1,444	95	97	29	63	53	65	98	29	55	56	99	430	26	45	4	50	13	24	32	44	4	25	9	4	27	34	15	31	13	5	17	7	10	13	8	16	5	11	4	5	11	5	12	19	8	-	9	27	3	4	4	2	254
2018.3/4	종로구	남자	4,277	862	1,179	172	105	120	736	38	26	18	45	23	47	61	11	21	26	55	296	19	10	2	25	6	17	13	8	4	8	6	2	19	18	9	19	10	1	15	2	5	6	4	8	3	7	2	4	7	1	7	10	4	-	5	16	1	1	2	-	130
2018.3/4	종로구	여자	5,413	926	2,424	109	153	168	708	57	71	11	18	30	18	37	18	34	30	44	134	7	35	2	25	7	7	19	36	-	17	3	2	8	16	6	12	3	4	2	5	5	7	4	8	2	4	2	1	4	4	5	9	4	-	4	11	2	3	2	2	124
2018.3/4	중구	계	9,443	2,041	2,569	258	585	264	966	303	89	52	123	531	64	47	28	341	103	22	22	61	38	2	21	11	25	22	37	14	152	25	3	15	21	9	11	5	10	29	10	13	36	12	15	36	7	3	6	11	4	11	5	1	1	5	10	9	7	3	-	319
2018.3/4	중구	남자	4,491	1,051	1,018	170	300	133	432	117	23	29	72	240	40	30	3	180	56	14	12	44	25	1	10	4	15	11	17	10	69	18	1	9	6	6	7	4	7	18	3	7	16	6	11	23	5	2	5	8	-	8	3	1	-	2	4	4	5	2	-	174
2018.3/4	중구	여자	4,952	990	1,551	88	285	131	534	186	66	23	51	291	24	17	25	161	47	8	10	17	13	1	11	7	10	11	20	4	83	7	2	6	15	3	4	1	3	11	7	6	20	6	4	13	2	1	1	3	4	3	2	-	1	3	6	5	2	1	-	145
2018.3/4	용산구	계	15,696	1,305	725	2,573	365	1,413	288	164	617	241	414	113	331	289	197	234	381	147	34	356	81	520	772	125	77	180	38	38	95	37	123	48	53	57	40	43	55	104	92	44	60	27	70	64	32	6	111	31	16	539	15	73	11	1	21	35	25	163	75	1,512
2018.3/4	용산구	남자	8,969	654	254	1,491	174	726	84	68	143	162	285	45	207	177	85	74	223	90	21	253	19	394	593	82	30	106	22	28	43	19	73	19	20	35	19	24	34	64	64	29	18	12	36	29	15	5	88	17	4	518	10	50	7	1	9	16	13	122	45	1,021
2018.3/4	용산구	여자	6,727	651	471	1,082	191	687	204	96	474	79	129	68	124	112	112	160	158	57	13	103	62	126	179	43	47	74	16	10	52	18	50	29	33	22	21	19	21	40	28	15	42	15	34	35	17	1	23	14	12	21	5	23	4	-	12	19	12	41	30	491
2018.3/4	성동구	계	7,946	2,601	2,455	233	151	166	638	284	196	42	91	77	37	43	54	29	71	20	47	127	64	4	70	39	26	10	29	5	8	20	10	48	22	8	6	2	7	17	12	5	12	9	14	6	5	4	17	2	5	3	1	-	2	2	-	2	3	1	1	83
2018.3/4	성동구	남자	3,646	1,304	882	138	72	30	223	123	109	34	56	59	22	27	20	12	50	13	43	86	48	2	41	35	12	6	9	5	2	20	3	39	7	5	5	2	4	8	3	2	1	5	6	-	3	1	13	2	2	2	1	-	-	-	-	1	3	-	1	44
2018.3/4	성동구	여자	4,300	1,297	1,573	95	79	136	415	161	87	8	35	18	15	16	34	17	21	7	4	41	16	2	29	4	14	4	20	-	6	-	7	9	15	3	1	-	3	9	9	3	11	4	8	6	2	3	4	-	3	1	-	-	2	2	-	1	-	1	-	39
2018.3/4	광진구	계	14,967	6,300	4,845	153	151	336	909	620	104	43	157	308	31	36	40	51	36	9	77	143	54	1	80	43	17	3	31	3	69	8	3	19	13	30	7	4	6	9	9	17	10	11	9	5	4	11	4	1	2	5	6	1	4	-	2	-	2	6	-	109
2018.3/4	광진구	남자	6,442	3,215	1,596	86	49	50	300	262	23	23	102	249	20	15	9	11	12	7	45	112	18	1	26	30	3	1	4	3	20	7	1	7	3	17	-	2	3	6	2	8	3	3	2	3	4	7	2	1	1	3	5	1	1	-	1	-	1	2	-	54
2018.3/4	광진구	여자	8,525	3,085	3,249	67	102	286	609	358	81	20	55	59	11	21	31	40	24	2	32	31	36	-	54	13	14	2	27	-	49	1	2	12	10	13	7	2	3	3	7	9	7	8	7	2	-	4	2	-	1	2	1	-	3	-	1	-	1	4	-	55
